platform,kategori_utama,sub_kategori,judul_listing,harga,durasi_hari,jumlah_bid,skills,url_listing,budget_raw,accepted_budget_raw,durasi_raw,deskripsi,tipe
projects.co.id,Pemasaran & Periklanan,SEO,TAWARKAN SEKARANG akun Google developer Console (GODEV) Tahun 2023 kebawah!,9000000,7,2.0,"Accounting, 3D Modelling, 3ds Max, .NET Micro Framework, ActionScript, ActiveDirectory, 3D Rendering, 3D Render Artlantis, 3D Printing, AAA Logo",https://projects.co.id/public/browse_projects/view/3d341d/tawarkan-sekarang-akun-google-developer-console-godev-tahun-2023-kebawah,"Rp 3,000,000 - 15,000,000",,7 hari,Dicari Akun Google Play Console Developer GODEV Bekas yang sudah tidak terurus berisi app aktif maupun tidak aktif.         Kebutuhan 1xx Account Google Developer  Max tahun November 2023 ( makin tua makin baik )    Berisi app minimal 1 yang live   Jika ada suspend app masih bisa ditawarkan(harga tidak bisa tinggi)   Dibeli beserta akun email utamanya  Akun wajib sudah terverifikasi Identitas/Id c,
projects.co.id,Pemasaran & Periklanan,SEO,"Mencari IDE BISNIS, KAMU JADI Project Manager PROFIT SHARING, Untuk SaaS Aplikasi",6500000,7,42.0,"Business Proposals, Business Plans, Mobile Programming, Web Programming, Web Design",https://projects.co.id/public/browse_projects/view/e0381d/mencari-ide-bisnis-kamu-jadi-project-manager-profit-sharing-untuk-saas-aplikasi,"Rp 3,000,000 - 10,000,000",,7 hari,"Halo, saya owner dari  HOBICODE.com , sebuah software house yang saat ini sedang berjalan dan sudah memiliki beberapa produk SaaS. 
 Saat ini saya sedang mencari  orang yang punya ide kreatif  yang bisa membantu menemukan dan mengembangkan  1 ide bisnis digital/SaaS yang potensial , lalu ide tersebut akan kita konversi menjadi produk aplikasi. 
 Tugas utama partner: 
 
 
Mencari dan mengusulkan 1 ",
projects.co.id,Pemasaran & Periklanan,SEO,WTB Rate Tinggi Akun Godev / Google Play Console 2023 kebawah,12500000,7,1.0,"Android, Android studio",https://projects.co.id/public/browse_projects/view/e6381d/wtb-rate-tinggi-akun-godev-google-play-console-2023-kebawah,"Rp 10,000,000 - 15,000,000",,7 hari,Dibeli akun godev tidak terpakai atau yang mau jual kami beli rate tinggi. akun aktif/closed/ atau belum verif kami terima  sudah pernah live app   no transfer app  dicari app yang sedikit suspend  dibeli beserta gmailnya   Akun 2023 kebawah cek akun terlebih dahulu AndroidAndroid studio,
projects.co.id,Pemasaran & Periklanan,SEO,Upload Aplikasi E-Health ke playstore,400000,7,31.0,Flutter,https://projects.co.id/public/browse_projects/view/68381d/upload-aplikasi-e-health-ke-playstore,"Rp 300,000 - 500,000",,7 hari,Mengupload Aplikasi E-Health ke playstore Flutter,
projects.co.id,Pemasaran & Periklanan,SEO,Upload Playstore dan Appstore,1500000,3,16.0,"ReactJS, React Native",https://projects.co.id/public/browse_projects/view/2c381d/upload-playstore-dan-appstore,"Rp 1,000,000 - 2,000,000",,3 hari,Saya butuh jasa upload aplikasi LMS untuk appstore dan playstore.  Maksimal 3hari sudah bisa di test. ReactJSReact Native,
projects.co.id,Pemasaran & Periklanan,SEO,Perbaikan eror flutter agar berjalan ke SDK 6,250000,1,26.0,"Android studio, Flutter",https://projects.co.id/public/browse_projects/view/ed371d/perbaikan-eror-flutter-agar-berjalan-ke-sdk-6,"Rp 200,000 - 300,000",,1 hari,"Butuh bantuan remot , untuk memperbaiki flutter di android studio,  agar soport SDK 6, dan bantu agar scritp pada main.dart bisa di run Android studioFlutter",
projects.co.id,Pemasaran & Periklanan,SEO,Upload Dan publish Aplikasi ke Playstore dan appstore,175000,100,22.0,"Android, iPhone/iOS, Xcode, Android studio",https://projects.co.id/public/browse_projects/view/bb361d/upload-dan-publish-aplikasi-ke-playstore-dan-appstore,"Rp 150,000 - 200,000",,100 hari,Saya ingin cari orang yang bisa membantu saya dalam langkah-langkah mengupload dan publish aplikasi di playstore dan appstore. AndroidiPhone/iOSXcodeAndroid studio,
projects.co.id,Pemasaran & Periklanan,SEO,DICARI: Fullstack Mobile Developer � Aplikasi Micro Drama (Short Video),7500000,30,32.0,"NodeJS, ReactJS, Flutter, React Native",https://projects.co.id/public/browse_projects/view/7c361d/dicari-fullstack-mobile-developer-aplikasi-micro-drama-short-video,"Rp 5,000,000 - 10,000,000",,30 hari,"Kami sedang membangun aplikasi micro drama berbasis short video (durasi 30 detik – 3 menit), mirip konsep TikTok namun khusus konten drama series bersambung. Target pasar utama adalah pengguna Indonesia.  Aplikasi ini dibangun from scratch dengan fitur lengkap: upload & streaming video, sistem episode/series, subscription berbayar, admin panel, dan notifikasi.  FITUR YANG DIBUTUHKAN  - Mobile App ",
projects.co.id,Pemasaran & Periklanan,SEO,BELI GODEV HINGGA TAHUN 2026,2500000,7,2.0,"Mobile Programming, Android, Android studio, Flutter, React Native",https://projects.co.id/public/browse_projects/view/c2331d/beli-godev-hingga-tahun-2026,"Rp 2,000,000 - 3,000,000",,7 hari,"HALLO TEMAN TEMAN SEMUA, BAGI KALIAN YANG PERNAH PUBLISH APP KE PLAYSTORE, PASTI ADA AKUN GODEVNYA.     NAH APABILA TIDAK DIGUNAKAN LAGI DAN KALIAN INGIN JUAL BISA JUAL KE SAYA YA.     SPESIFIKASI AKUN YANG DIBUTUHKAN:   AKUN GODEV 2024-2026 DENGAN APP LIVE 1 / GAGAL TESTER  AKUN GODEV 2023 12 NOVEMBER KE BAWAH DENGAN APP PERNAH LIVE 1 (BOLEH REMOVED, SUSPENDED, UNPUBLISHED)  AKUN GODEV 2023 12 NO",
projects.co.id,Pemasaran & Periklanan,SEO,Hiring IOS Developer - PT Monstera Mitra Teknologi (WFO - Full Time),6500000,7,6.0,"Mobile Programming, Android, iPhone/iOS",https://projects.co.id/public/browse_projects/view/7a351d/hiring-ios-developer-pt-monstera-mitra-teknologi-wfo-full-time,"Rp 6,000,000 - 7,000,000",,7 hari,🚀 WE'RE HIRING: iOS DEVELOPER (WFO) 🚀    PT. Monstera Mitra Teknologi is opening opportunities for those of you who are passionate about the world of mobile development and are ready to grow with our team!     📱 Position: iOS Developer   📍 Placement: Work From Office (WFO)    Qualifications:     • Minimum education of vocational schools in related majors (RPL/TKJ/similar) D3/S1 is prioritized   • ,
projects.co.id,Pemasaran & Periklanan,SEO,Dibutuhkan UI UX,1250000,14,39.0,"UI Design, UX Design",https://projects.co.id/public/browse_projects/view/83351d/dibutuhkan-ui-ux,"Rp 1,000,000 - 1,500,000",,14 hari,Dibuatkan UI UX untuk design desktop dan beberapa interface untuk mobile (responsive) Aplikasi yang akan di buat adalah pengolahan keungan.  Dibutuhkan yang sudah berpengalaman dan mempunyai portfolio. Mohon cantumkan link portfolio. Semua transaksi akan dilakukan melalui projects.co.id  Pengerjaan kurang lebih 7 - 14 hari UI DesignUX Design,
projects.co.id,Pemasaran & Periklanan,SEO,Web based photobooth agar support IOS,750000,7,19.0,"iPhone/iOS, Web Programming, Website, Website Building, NodeJS",https://projects.co.id/public/browse_projects/view/ea341d/web-based-photobooth-agar-support-ios,"Rp 500,000 - 1,000,000",,7 hari,"Hai, beberapa waktu lalu saya buat project aplikasi photobooth lewat sini : https://projects.co.id/user/my_projects/view/fa2b1d/aplikasi-photobooth-self-service  saat ini aplikasi web based ini sudah jalan sempurna lewat browser OS Android, tetapi ingin bisa di IOS saat ini kendala nya printer thermal tersebut tidak mendeteksi, saya lampirkan fotonya. Bagaimana caranya agar bisa support deteksi pr",
projects.co.id,Pemasaran & Periklanan,SEO,dicari reverse engineer apk,475000,4,7.0,"Mobile Programming, Penetration Testing",https://projects.co.id/public/browse_projects/view/5e341d/dicari-reverse-engineer-apk,"Rp 350,000 - 600,000",,4 hari,"halo.. saya perlu bantuan untuk menemukan  algoritma pembentukan payload serta metode enkripsi data dari sebuah request parameter api yang dikirim oleh aplikasi android apk,    dengan menggunakan frida & burp atau semacamnya.   Terima kasih. Mobile ProgrammingPenetration Testing",
projects.co.id,Pemasaran & Periklanan,SEO,Mencari Expert Flutter untuk Mentoring Workflow: AI-Driven Figma to Code & Build Custom AI Agent,2000000,14,11.0,"Cross Platform Programming, Mobile Programming, Android",https://projects.co.id/public/browse_projects/view/3a341d/mencari-expert-flutter-untuk-mentoring-workflow-ai-driven-figma-to-code-amp-build-custom-ai-agent,"Rp 1,000,000 - 3,000,000",,14 hari,"Halo,  Saya mencari seorang Flutter Developer yang sudah berada di level ""modern workflow"" untuk mengajari saya cara membangun aplikasi dengan bantuan AI secara maksimal.  Fokus utama yang ingin saya pelajari adalah:     Automated Slicing:  Menggunakan AI tools (seperti Builder.io, DhiWise, atau plugin AI lainnya) untuk mengonversi desain Figma menjadi kode Flutter yang bersih dan siap pakai.     ",
projects.co.id,Pemasaran & Periklanan,SEO,Butuh Bantuan Upload Aplikasi ke TestFlight (Akun Apple Developer Aktif),750000,7,9.0,iPhone/iOS,https://projects.co.id/public/browse_projects/view/e3331d/butuh-bantuan-upload-aplikasi-ke-testflight-akun-apple-developer-aktif,"Rp 500,000 - 1,000,000",,7 hari,"Halo,  Saya sedang mencari freelancer yang memiliki akun Apple Developer aktif untuk membantu proses upload aplikasi iOS ke TestFlight.  Detail pekerjaan:  Membantu upload file aplikasi (.ipa) ke App Store Connect  Menyiapkan TestFlight hingga aplikasi bisa diakses oleh tester  Durasi tayang di TestFlight: ±7 hari  Tidak termasuk publikasi ke App Store (hanya TestFlight)  Kriteria freelancer:  Mem",
projects.co.id,Pemasaran & Periklanan,SEO,Aplikasi Z v1.0 - Jasa Suruhan Sekolah,7500000,35,86.0,"Android, Android studio",https://projects.co.id/public/browse_projects/view/71331d/aplikasi-z-v10-jasa-suruhan-sekolah,"Rp 5,000,000 - 10,000,000",,35 hari,"BRIEF PROJECT: Aplikasi GIDIG v1.0 - Jasa Suruhan Sekolah1. Gambaran Umum  GIDIG adalah aplikasi jasa suruhan ringan untuk area SD/SMP. User utama: Ortu murid. Worker: Kakak kelas SMP/SMA disebut ""Walker"".   Konsep: Kayak Gojek tapi khusus suruhan ringan radius 1km dari sekolah. Bayar QRIS/Cash.   Target v1.0: Launch ke 1 sekolah dulu, 100 user + 10 worker.2. Alur Utama yang Wajib Ada  User/Ortu: ",
projects.co.id,Pemasaran & Periklanan,Accounting,W T B Akun linkedin,195000,7,15.0,"Data Entry, Business Analysis, Market Research, Marketing Strategy, Analysis",https://projects.co.id/public/browse_projects/view/ca361d/w-t-b-akun-linkedin,"Rp 195,000 - 195,000",,7 hari,Saya sedang mencari akun yang tidak terpakai tapi masih aktif. Punya 30 koneksi atau kurang dari itu juga bisa di tawarkan.  Email aktif. Akunnya tidak kena limit. Minimal pembuatan 2024.. Tawarkan ke saya. Rate untuk per akun 195.000 Data EntryBusiness AnalysisMarket ResearchMarketing StrategyAnalysis,
projects.co.id,Pemasaran & Periklanan,Accounting,"WTB/Dibeli akun adsense 2015 - 2020 minimal PO 10x sepaket blog, tidak kena paid + proxy.",35000000,120,4.0,Google Adsense,https://projects.co.id/public/browse_projects/view/13361d/wtbdibeli-akun-adsense-2015-2020-minimal-po-10x-sepaket-blog-tidak-kena-paid-proxy,"Rp 15,000,000 - 55,000,000",,120 hari,"WTB/Dibeli  akun adsense 2015 - 2020 minimal PO 10x  sepaket blog, tidak kena paid + proxy.  NEED 5-10 akun adsense,  syukur² akun support CSE , budget ready cukup untuk beberapa akun.   PM detail & harganya. Terimakasih! Google Adsense",
projects.co.id,Pemasaran & Periklanan,Accounting,? DIbeli  Akun Playconsole - Google developer/Godev Tahun 2023 -2023 kebawah?,11500000,7,6.0,"Mobile Programming, JavaScript, PHP, Django Framework, Laravel Framework, AngularJS, Android studio, Flutter",https://projects.co.id/public/browse_projects/view/84291d/g-dibeli-akun-playconsole-google-developergodev-tahun-2023-2023-kebawahg,"Rp 8,000,000 - 15,000,000",,7 hari,"Rekan-rekan developer.  saya mencari akun Google Play Console atau Godev , keadaan aktif atau closed krn tidak aktif  umur akun tahun 2023 atau dibawah 2023 sduah pernah publish apss diplaystore, akun siap untuk dijual beserta gmail utamanya  penjual wajib mengikuti persyaratan jual beli     Transaksi dilakukan full di Projects.co.id    transaksi selesai 7 hari setelah pergantian email, dan telp p",
projects.co.id,Pemasaran & Periklanan,Accounting,SALES AGENT/MITRA/FREELANCE/AFFILIATE MARKETING (COMMISSION BASED),7500000,7,12.0,"Internet Marketing, Affiliate Marketing, Email Marketing, Social Media Marketing (SMM), Sales and Marketing, Market Research, Marketing Strategy, Telemarketing",https://projects.co.id/public/browse_projects/view/573a1d/sales-agentmitrafreelanceaffiliate-marketing-commission-based,"Rp 5,000,000 - 10,000,000",,7 hari,"Kami membuka kesempatan bagi Anda yang memiliki semangat tinggi dalam mempromosikan produk digital IT untuk bergabung sebagai Sales Agent/Mitra/Freelance.  
‎ 
‎Deskripsi Pekerjaan: 
‎- mempromosikan produk/jasa digital IT (ERP, CRM, POS, dan lainnya) kepada klien  Kualifikasi: 
‎- Pria/Wanita, usia bebas 
‎- Memiliki kemampuan komunikasi yang baik 
‎- Target oriented & pekerja keras 
‎- Berpengal",
projects.co.id,Pemasaran & Periklanan,Accounting,Butuh freelancer untuk rekon data,2500000,30,273.0,"Administrative Support, Accounting, Data Analysis",https://projects.co.id/public/browse_projects/view/063a1d/butuh-freelancer-untuk-rekon-data,"Rp 2,000,000 - 3,000,000",,30 hari,Dibutuhkan freelancer yang punya waktu luang 3-4 jam per hari. Tugasnya berhubungan dengan rekon data penjualan. Data penjualan selalu ada tiap hari. Administrative SupportAccountingData Analysis,
projects.co.id,Pemasaran & Periklanan,Accounting,dicari akun linkedin,192000,7,8.0,"Business Analysis, Business Service, Affiliate Marketing, Analysis",https://projects.co.id/public/browse_projects/view/453a1d/dicari-akun-linkedin,"Rp 192,000 - 192,000",,7 hari,Saya sedang mencari akun yang tidak terpakai tapi masih aktif. Punya 30 koneksi atau kurang dari itu juga bisa di tawarkan.  Email aktif. Akunnya tidak kena limit. Minimal pembuatan sudah 1 tahun. Tawarkan ke saya. Rate per-akun 192k Business AnalysisBusiness ServiceAffiliate MarketingAnalysis,
projects.co.id,Pemasaran & Periklanan,Accounting,SOCIAL MEDIA ADMIN & CONTENT CREATOR,600000,7,43.0,"Social Media Marketing (SMM), Content Writer, Social Media",https://projects.co.id/public/browse_projects/view/1e3a1d/social-media-admin-amp-content-creator,"Rp 500,000 - 700,000",,7 hari,"Kami dari eklan.id memerlukan bantuan membuat konten dengan keterangan sebaga berikut   5 sampai 7 materi untuk sosmed kami (tiktok, IG, youtube sort).   Topik sudah di siapkan  Terbuka untuk diskusi   Bikin kami tertarik jangan cuma bilang ""saya bisa"" kak tanpa informasi apa2. Social Media Marketing (SMM)Content WriterSocial Media",
projects.co.id,Pemasaran & Periklanan,Accounting,surveyor survey Jember wanita,200000,7,11.0,"Administrative Support, Data Entry, Data Analysis, Data Mining, Data Integration, Data Science",https://projects.co.id/public/browse_projects/view/2a3a1d/surveyor-survey-jember-wanita,"Rp 100,000 - 300,000",,7 hari,"Membutuhkan surveyor untuk melakukan survei mengenai produk skincare kepada responden wanita di wilayah Jember. Survei dilakukan dengan metode pengisian kuesioner menggunakan Google Form/link survei yang telah disediakan. Target responden adalah wanita dengan kriteria tertentu sesuai kebutuhan survei. 
  Detail Pekerjaan 
  
Lokasi responden: Jember
 
 
Target responden: Wanita
 
 
Jumlah responde",
projects.co.id,Pemasaran & Periklanan,Accounting,DIBELI akun Google developer Console (GODEV) Tahun 2023 kebawah.,10500000,7,2.0,"Accounting, 3D Animation, 3D Architecture, 3D Modelling, 3ds Max, .NET/Mono, 3D Rendering, 3D Render Artlantis, 3D Printing, AAA Logo",https://projects.co.id/public/browse_projects/view/6b381d/dibeli-akun-google-developer-console-godev-tahun-2023-kebawah,"Rp 3,000,000 - 18,000,000",,7 hari,Dicari Akun Google Play Console Developer GODEV Bekas yang sudah tidak terurus berisi app aktif maupun tidak aktif.      Kebutuhan 1xx Account Google Developer  Max tahun November 2023 ( makin tua makin baik )    Berisi app minimal 1 yang live   Jika ada suspend app masih bisa ditawarkan(harga tidak bisa tinggi)  Tidak ada history Transfer APP(Jika ada boleh di tawarkan tetapi harga tidak bisa tin,
projects.co.id,Pemasaran & Periklanan,Accounting,? Saya Membutuhkan Akun Playconsole - Google developer/Godev Tahun 2023 -2023 kebawah?,14000000,7,10.0,"Programming, Mobile Programming, Web Programming, Drupal, Wordpress, Java Native, Android studio, Flutter",https://projects.co.id/public/browse_projects/view/40281d/g-saya-membutuhkan-akun-playconsole-google-developergodev-tahun-2023-2023-kebawahg,"Rp 10,000,000 - 18,000,000",,7 hari,"saya Mencari akun Google Play Console atau Godev , keadaan aktif atau closed krn tidak aktif  umur akun tahun 2023 atau dibawah 2023, akun siap untuk dijual beserta gmail utamanya  penjual wajib mengikuti persyaratan jual beli     Transaksi dilakukan full di Projects.co.id    transaksi selesai 7 hari setelah pergantian email, dan telp pemulihan dan password   yang di jual adalah akun email yang se",
projects.co.id,Pemasaran & Periklanan,Accounting,Pengajaran Membuat Video Konten Menggunakan AI,325000,7,35.0,"Social Media Marketing (SMM), Video Editing, Video Production, Video Animation, Social Media",https://projects.co.id/public/browse_projects/view/ff371d/pengajaran-membuat-video-konten-menggunakan-ai,"Rp 150,000 - 500,000",,7 hari,Pekerjaan     Pengajaran Membuat Video Konten Menggunakan AI  (Boleh By : Ebook/Video/Zoom)   Boleh menggunakan AI Berbayar atau FREE  (Direkomendasikan Free)   Boleh disediakan promptnya agar hasil lebih maksimal dan free konsultasi      Silahkan kirimkan sample video yg telah jadi  (Jika ada hasil karya video FYP = Nilai Plus)      Pekerjaan dinyatakan selesai jika : Saya sudah berhasil diajarka,
projects.co.id,Pemasaran & Periklanan,Accounting,Merapihkan Tugas Akhir (Tesis),175000,5,59.0,"Administrative Support, Writing, Administration, Microsoft Word, Copywriter, Content Writer",https://projects.co.id/public/browse_projects/view/f4391d/merapihkan-tugas-akhir-tesis,"Rp 150,000 - 200,000",,5 hari,"Membuat daftar isi, daftar gambar, daftar tabel dan menyesuaikan paging nya.  Untuk bahan semua sudah ada sampai bab 5. Administrative SupportWritingAdministrationMicrosoft WordCopywriterContent Writer",
projects.co.id,Pemasaran & Periklanan,Accounting,Integrasi IOT mesin laundry,7000000,7,16.0,Arduino,https://projects.co.id/public/browse_projects/view/ee391d/integrasi-iot-mesin-laundry,"Rp 4,000,000 - 10,000,000",,7 hari,Saya ada kebutuhan untuk mengintegrasikan aplikasi yang saya miliki dengan mein laundry. Jadi ketika pengguna sudah melakukan pembayaran maka mesin laundry nya segera menyala. Adakah teman teman yang saat ini sudah berpengalaman untuk mengerjakan hal berikut ? Diutamakan lokasinya jabodetabek Arduino,
projects.co.id,Pemasaran & Periklanan,Accounting,AI Content Creator Influencer UGC Realistik,2750000,30,11.0,"Internet Marketing, Affiliate Marketing, Social Media Marketing (SMM), Video Editing, Video Animation, Artificial Intelligence, Social Media",https://projects.co.id/public/browse_projects/view/d3391d/ai-content-creator-influencer-ugc-realistik,"Rp 2,500,000 - 3,000,000",,30 hari,"Halo,  Saya sedang mencari Freelancer yang menguasai dalam pembuatan video AI Content Creator Influencer dengan style UGC dan realistik untuk kebutuhan konten.   Kriteria:     Memiliki portofolio sejenis atau mengirimkan sample video  Bebas menggunakan tools apapun, jika tools berbayar akan menjadi tanggungan kami  Video yang di hasilkan 30-60 detik tergantung ide tiap konten  Mampu melakukan rese",
projects.co.id,Pemasaran & Periklanan,Accounting,WTB/Dibeli akun adsense 2015 - 2021 minimal PO 20x support CSE/penelusuran sepaket dengan blog,35000000,120,5.0,Google Adsense,https://projects.co.id/public/browse_projects/view/a3311d/wtbdibeli-akun-adsense-2015-2021-minimal-po-20x-support-csepenelusuran-sepaket-dengan-blog,"Rp 15,000,000 - 55,000,000",,120 hari,"WTB/Dibeli  akun adsense 2015 - 2021 dengan dashboard IDR/Rupiah  minimal PO 20x support CSE/penelusuran sepaket blog, tidak kena paid + proxy.     Wajib muncul sponsored, budget 15jt-55jt, budget bisa     melar jika web bagus.  Atau kalau ada blog bertraffik 200-300 uv/day boleh tawarkan.     PM detail & harganya. Terimakasih! Google Adsense",
projects.co.id,Pemasaran & Periklanan,Accounting,Accounting (bookeeping) and Tax Consultant,1750000,14,50.0,Accounting,https://projects.co.id/public/browse_projects/view/d9391d/accounting-bookeeping-and-tax-consultant,"Rp 1,500,000 - 2,000,000",,14 hari,"We are an Indonesian based small company. We are looking for freelancers to help us set up accounting and tax. Non PKP and not many transaction. new company.    •⁠ ⁠⁠⁠⁠employee tax calculation (only 4)
•⁠ ⁠⁠Bookeeping (our bank is BSI)
•⁠ ⁠⁠Build monthly financial statements, (GL,Trial Balance, Balance Sheet)
•⁠ ⁠⁠Company tax calculation and payment to make sure meet indonesian government regulati",
projects.co.id,Pemasaran & Periklanan,Accounting,Online Admin,650000,21,128.0,"Administrative Support, Administration",https://projects.co.id/public/browse_projects/view/cd391d/online-admin,"Rp 500,000 - 800,000",,21 hari,"E-Commerce Admin (Shopee, Tokopedia & Shopify) – 20 Hari  Halo Workers,  Bali Nutra membuka project freelance untuk membantu meningkatkan customer review, repeat order, dan customer engagement pada marketplace dan website kami.  Project dilakukan secara remote dan cocok bagi freelancer yang sudah terbiasa mengelola marketplace seperti Shopee dan Tokopedia.  Tugas Utama   Follow up customer melalui",
projects.co.id,Pemasaran & Periklanan,Accounting,� DIbeli  Akun Playconsole - Google developer/Godev Tahun 2023 -2023 kebawah�,11500000,7,6.0,"Mobile Programming, JavaScript, PHP, Django Framework, Laravel Framework, AngularJS, Android studio, Flutter",https://projects.co.id/public/browse_projects/view/84291d/a-dibeli-akun-playconsole-google-developergodev-tahun-2023-2023-kebawaha,"Rp 8,000,000 - 15,000,000",,7 hari,"Rekan-rekan developer.  saya mencari akun Google Play Console atau Godev , keadaan aktif atau closed krn tidak aktif  umur akun tahun 2023 atau dibawah 2023 sduah pernah publish apss diplaystore, akun siap untuk dijual beserta gmail utamanya  penjual wajib mengikuti persyaratan jual beli     Transaksi dilakukan full di Projects.co.id    transaksi selesai 7 hari setelah pergantian email, dan telp p",
projects.co.id,Pemasaran & Periklanan,Accounting,� Saya Membutuhkan Akun Playconsole - Google developer/Godev Tahun 2023 -2023 kebawah�,14000000,7,10.0,"Programming, Mobile Programming, Web Programming, Drupal, Wordpress, Java Native, Android studio, Flutter",https://projects.co.id/public/browse_projects/view/40281d/a-saya-membutuhkan-akun-playconsole-google-developergodev-tahun-2023-2023-kebawaha,"Rp 10,000,000 - 18,000,000",,7 hari,"saya Mencari akun Google Play Console atau Godev , keadaan aktif atau closed krn tidak aktif  umur akun tahun 2023 atau dibawah 2023, akun siap untuk dijual beserta gmail utamanya  penjual wajib mengikuti persyaratan jual beli     Transaksi dilakukan full di Projects.co.id    transaksi selesai 7 hari setelah pergantian email, dan telp pemulihan dan password   yang di jual adalah akun email yang se",
projects.co.id,Visual & Audio,Audio Video Photo,Dibutuhkan yang berpengalaman membuat Prompt untuk Gambar dan Video,1250000,7,29.0,"Video Production, Writing, Machine Learning, Artificial Intelligence",https://projects.co.id/public/browse_projects/view/94391d/dibutuhkan-yang-berpengalaman-membuat-prompt-untuk-gambar-dan-video,"Rp 1,000,000 - 1,500,000",,7 hari,"Dibutuhkan yang berpengalaman membuat Prompt untuk Video Singkat dan Gambar, dan juga bisa menganalisa Prompt dari sebuah Gambar atau Video Singkat.  Lampirkan contoh Gambar atau Video Singkat yang dibuat dengan Promptnya, atau sebaliknya Prompt dari sebuah Gambar atau Video Singkat.  membuat dan menganalisa prompt 120 gambar dan video singkat per-minggu. Video ProductionWritingMachine LearningArt",
projects.co.id,Visual & Audio,Audio Video Photo,(Jakarta-only) Jasa Pembuatan 4 Video Konten Instagram Islami � As-S?biq?n x Mukminun.id,3000000,180,26.0,"Affiliate Marketing, Social Media Marketing (SMM), Sales and Marketing, Marketing Strategy, Video Editing, Video Production, Content Management System (CMS), Content Writer, Video Animation, Social Media",https://projects.co.id/public/browse_projects/view/d1381d/jakarta-only-jasa-pembuatan-4-video-konten-instagram-islami-as-sgbiqgn-x-mukminunid,"Rp 1,000,000 - 5,000,000",,180 hari,"Kami membutuhkan freelancer untuk membantu pembuatan konten video pendek Instagram bertema Islami untuk brand As-Sābiqūn x   Mukminun.id  .    Konten akan digunakan untuk media sosial Instagram.         🎯 PEKERJAAN YANG DIBUTUHKAN    Freelancer diminta membuat:   
  16 video pendek (Reels)  
  Durasi sekitar 30–60 detik  
  Format vertikal (9:16)  
  Siap upload ke Instagram  
   Tema konten:   
 ",
projects.co.id,Visual & Audio,Audio Video Photo,Butuh Video Reels/Ads Meta untuk Jasa Legalitas & Pajak (Durasi 15�30 Detik),225000,7,23.0,"Video Editing, Video Production, Adobe After Effects, Adobe Premiere",https://projects.co.id/public/browse_projects/view/89381d/butuh-video-reelsads-meta-untuk-jasa-legalitas-amp-pajak-durasi-1530-detik,"Rp 150,000 - 300,000",,7 hari,Saya sedang mencari freelancer untuk membuat video pendek (Reels / Facebook Ads) dari materi gambar yang sudah tersedia.  📌 Detail Project:    Durasi video: 15–30 detik      Format: Vertical (9:16)    Tujuan: Iklan Meta Ads (Facebook & Instagram)    Target market: UMKM & pengusaha di Kalimantan    🎯 Konsep Video:    Opening hook (menarik perhatian)    Highlight masalah: ribet urus legalitas & paja,
projects.co.id,Visual & Audio,Audio Video Photo,Pembuatan Video Reels / Tiktok + Talent,750000,15,46.0,"Video Editing, Video Production, Social Media",https://projects.co.id/public/browse_projects/view/a0361d/pembuatan-video-reels-tiktok-talent,"Rp 750,000 - 750,000",,15 hari,"Halo workers, saya butuh video konten untuk sosmed usaha. Diutamakan worker yg biasa membuat video konten & pernah viral.  Share portfolionya ya..  Kriteria Video :  - Durasi 1 Menitan  - Ide & Materi dari kami, sesuai dengan yg lagi trend  - Total butuh 15 Video  Silahkan bid ya Video EditingVideo ProductionSocial Media",
projects.co.id,Visual & Audio,Audio Video Photo,Freelance Video Editor di Bali,80000,7,35.0,"Video Editing, Video Production, Video Animation",https://projects.co.id/public/browse_projects/view/17351d/freelance-video-editor-di-bali,"Rp 50,000 - 110,000",,7 hari,"Kami sedang mencari freelance video editor yang kreatif dan inovatif untuk membuat konten media sosial (Instagram Reels & TikTok) . Fokus konten adalah seputar edukasi teknologi, coding, dan tips gadget yang dikemas secara seru dan menarik.   Spesifikasi & Deskripsi Pekerjaan:     Mengedit video pendek dengan durasi 60-90 detik.    Menambahkan subtitle/captions yang dinamis, sound effect, dan tran",
projects.co.id,Visual & Audio,Audio Video Photo,Dicari Video Creator � Video Promosi Layanan Hosting (9:16),145000,7,23.0,Video Production,https://projects.co.id/public/browse_projects/view/2b361d/dicari-video-creator-video-promosi-layanan-hosting-916,"Rp 140,000 - 150,000",,7 hari,"Saya mencari  video creator  untuk membuat video promosi yang menyasar UMKM dan pemula yang ingin punya website tapi masih ragu karena takut biayanya mahal. Video harus terasa relatable, ringan, dan persuasif.   Poin yang WAJIB disampaikan dalam video:     ""Bikin website itu nggak harus mahal!""    Modal mulai   Rp100 ribuan   sudah bisa dapat hosting 1 tahun di Gapurahoster.co.id    Cocok untuk: t",
projects.co.id,Visual & Audio,Audio Video Photo,"Dicari Video Creator � Video Promosi Reseller Hosting (9:16, 60 Detik+)",145000,7,7.0,Video Production,https://projects.co.id/public/browse_projects/view/25361d/dicari-video-creator-video-promosi-reseller-hosting-916-60-detik,"Rp 140,000 - 150,000",,7 hari,Halo! Saya sedang mencari  video creator  yang bisa membuat video promosi untuk layanan  Reseller Hosting  di Gapurahoster.co.id.   Poin yang WAJIB disampaikan dalam video:     Apa itu reseller hosting dan peluang bisnisnya    Keunggulan program reseller Gapurahoster:    ✅ Gratis billing sistem — tidak perlu bayar WHMCS atau billing tambahan    ✅ Gratis akun reseller domain — bisa jual domain ke p,
