platform,kategori_utama,sub_kategori,judul_listing,harga,durasi_hari,jumlah_bid,skills,url_listing,budget_raw,accepted_budget_raw,durasi_raw,deskripsi,tipe
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Remote backend developer,1150000,7,65.0,"Laravel Framework, VueJS",https://projects.co.id/public/browse_projects/view/6d361d/remote-backend-developer,"Rp 800,000 - 1,500,000",,7 hari,"Halo,  saya sedang membutuhkan backend developer yang menguasai tech stack Laravel dan Vuejs 3. Pekerjaan ini akan dibayar bulanan sesuai dengan budget yg tertera. Adapun task yang dikerjakan sbb:  1. Optimisation backend/frontend meliputi API performance, indexing, query, cache, queue, dll.  2. Menguasai SOLID principle untuk backend laravel.   3. Mengerjakan task enhancement ataupun fitur baru, ",active
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Business Analyst Support,4500000,7,28.0,"Business Analysis, Business Service",https://projects.co.id/public/browse_projects/view/86351d/business-analyst-support,"Rp 3,000,000 - 6,000,000",,7 hari,Kami memerlukan business analyst support yang bisa membantu pembuatan dokumentasi dan proses analisa kebutuhan pelanggan untuk industri multifinance. Project adalah pengembangan aplikasi CRM untuk mengelola data nasabah. Kami prefer freelance yang bisa onsite di Jakarta selama 2-3 hari dan ada pengalaman untuk implementasi CRM. Kami membutuhkan segera untuk bisa bantu di bulan April. Nantinya akan,active
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Membuat plugin PPOB,875000,30,19.0,".NET Framework, Phyton",https://projects.co.id/public/browse_projects/view/80351d/membuat-plugin-ppob,"Rp 750,000 - 1,000,000",,30 hari,Saya membutuhkan freelance yang bisa membantu saya untuk membuatkan plugin PPOB yang terhubung ke rajabiller / server pulsa otomax   Silahkan bergabung dalam project ini hanya bagi yang sudah berpengalaman saja   Info lebih lanjut via wa sertakan no wa kalian buat komunikasi lebih mudah .NET FrameworkPhyton,active
projects.co.id,Web dan Pemrograman,Data Entry & Mining,Dibutuhkan NextJs developer,500000,7,77.0,ReactJS,https://projects.co.id/public/browse_projects/view/6e351d/dibutuhkan-nextjs-developer,"Rp 400,000 - 600,000",,7 hari,"Halo,  saya sedang membutuhkan nextjs developer untuk frontend dengan scope sbb:   1. Melakukan fixing design template dimana ada yg belum diimplemen dan kurang sesuai seperti warna, butuh di adjust.   2, Membuatkan design compro modern tapi simple nextjs include ada list job nya sama bs upload cv (tidak perlu register, login) ReactJS",active
projects.co.id,Web dan Pemrograman,Data Entry & Mining,AI Automation (Airbnb & Property Platform Specialist),1500000,30,19.0,"MySQL, Git, Phyton",https://projects.co.id/public/browse_projects/view/32351d/ai-automation-airbnb-amp-property-platform-specialist,"Rp 1,000,000 - 2,000,000",,30 hari,"Responsibilities  - Mengembangkan, mengimplementasikan, dan mengelola AI automation system untuk sistem AirBNB & platform sejenis  - Mendesain dan mengoptimalkan workflow automation untuk meningkatkan efisiensi proses kerja internal maupun eksternal  - Mengintegrasikan AI dengan berbagai sistem dan tools seperti email, CRM, database, dan aplikasi pihak ketiga melalui API  - Melakukan monitoring, e",active
projects.co.id,Web dan Pemrograman,Data Entry & Mining,[Hiring] Part-Time Lead Developer � PT Lussa Teknologi Global,11500000,90,31.0,"PostgreSQL, Web Programming, JavaScript, Website, NodeJS",https://projects.co.id/public/browse_projects/view/47351d/hiring-part-time-lead-developer-pt-lussa-teknologi-global,"Rp 8,000,000 - 15,000,000",,90 hari,"PT Lussa Teknologi Global is an innovative IT solution provider specializing in high-performance   internal systems, white-label applications, and cutting-edge automation. We are looking for a visionary Part-Time Lead Developer to join our core team and spearhead the development of a workforce training web platform.    Project Details:   The primary focus of this role is the development of a Learn",active
projects.co.id,Web dan Pemrograman,Game Programming,Instalasi Windows Server 2022 & Domain Controller Active Directory,750000,7,8.0,"Windows, Windows Server, ActiveDirectory",https://projects.co.id/public/browse_projects/view/2e391d/instalasi-windows-server-2022-amp-domain-controller-active-directory,"Rp 500,000 - 1,000,000",,7 hari,Dibutuhkan Freelancer pembuatan domain controller active directory menggunakan windows server 2022 dari awal instalasi sampai implementasi ke komputer dan laptop user WindowsWindows ServerActiveDirectory,active
projects.co.id,Web dan Pemrograman,Game Programming,Di cari dokumen BRD untuk project contrak menegemen system,3000000,10,15.0,"PostgreSQL, Golang, VueJS",https://projects.co.id/public/browse_projects/view/78371d/di-cari-dokumen-brd-untuk-project-contrak-menegemen-system,"Rp 1,000,000 - 5,000,000",,10 hari,Saat ini kami membutuhkan dokumen lengkap untuk pengembangan aplikasi Contract Management System (CMS) atau aplikasi yang siap dan tinggal pakai sehingga tidak perlu pengembangan kembali atau yang siap untuk langsung dikembangkan oleh tim developer. Adapun kebutuhan kami meliputi: Business Requirement Document (BRD) System Requirement / Functional Requirement Alur workflow kontrak (end-to-end) Str,active
projects.co.id,Web dan Pemrograman,Game Programming,report urgent,250000,7,16.0,"Administrative Support, Microsoft PowerPoint, Microsoft Word, Microsoft Excel",https://projects.co.id/public/browse_projects/view/77351d/report-urgent,"Rp 200,000 - 300,000",,7 hari,"Membantu buat report. Sekitar tebet/kasablanka. Mahir word, excel, dan ppt.  Hrs ktemu di tempat kopi. Waktu minimal 1jam. Administrative SupportMicrosoft PowerPointMicrosoft WordMicrosoft Excel",active
projects.co.id,Web dan Pemrograman,Game Programming,Setting Margin Default pada xprinter,150000,3,12.0,"Firmware Programming, Windows Programming",https://projects.co.id/public/browse_projects/view/f3341d/setting-margin-default-pada-xprinter,"Rp 100,001 - 200,000",,3 hari,"Ada tambahan watermark pada setting an printer xprinter, sehingga pada hasil cetakan tumpuk dengan watermark.      Setingan sesuai contoh gambar yang bawah itu yang diinginkan dengan margin bottom 4mm,    Namun setiap ngeprint harus selalu setting margin 4mm,       Tolong settingkan agar hasil cetakan tidak menumpuk Antara print out dengan watermark  dengan margin tersebut sebagai default, jadi se",active
projects.co.id,Web dan Pemrograman,Game Programming,Pengembangan Fitur Child Panel + Custom Domain pada SMM Panel (Laravel/PHP),3000000,30,62.0,"Database Programming, jQuery, Laravel Framework, UI Design, API Gateway, Quesioner",https://projects.co.id/public/browse_projects/view/c8301d/pengembangan-fitur-child-panel-custom-domain-pada-smm-panel-laravelphp,"Rp 1,000,000 - 5,000,000",,30 hari,"Halo, saya sedang mengembangkan SMM Panel (Social Media Marketing Panel) berbasis Laravel/PHP dan membutuhkan bantuan developer untuk menambahkan fitur Child Panel (Reseller System) beserta Custom Domain per reseller.      Saat ini sistem utama sudah berjalan (order, deposit, provider API, dll), dan saya ingin mengembangkan sistem agar bisa digunakan oleh reseller dengan panel mereka sendiri. Data",active
projects.co.id,Grafis & Desain,Layout Logo Graphic,Brand & Packaging Designer (Healthy Food Brand),1500000,30,20.0,"Graphic Design, Logo Design",https://projects.co.id/public/browse_projects/view/3e381d/brand-amp-packaging-designer-healthy-food-brand,"Rp 1,000,000 - 2,000,000",,30 hari,"Deskripsi Pekerjaan  Tentang Brand Kami  Purely Made adalah brand makanan sehat premium yang akan launching Juli 2026. Estetika brand kami terinspirasi dari Aesop dan apothecary tradisional — tenang, premium, considered. Bukan brand yang loud atau cartoonish.  Brand colors: Espresso (#3E2E1E), Cocoa (#5A4A3A), Tobacco (#8B6B3A), Foil Gold (#D4A574), Cream (#F7F3E9), Sage (#9CAF88).  Tone: Minimal,",active
projects.co.id,Grafis & Desain,Layout Logo Graphic,Pembuatan Desain Packaging Pasta Gigi (Tube dan Box),375000,3,102.0,Graphic Design,https://projects.co.id/public/browse_projects/view/9b331d/pembuatan-desain-packaging-pasta-gigi-tube-dan-box,"Rp 250,000 - 500,000",,3 hari,hi saya lagi cari yang bisa bantu desain packaging pasta gigi (tube dan box)  jadi ada 2 tipe. 1 tipe nya (1 tube dan 1 box). jadi total desain 2 tube dan 2 box  untuk yang bisa ajukan portfolio dan no wa nya ya   saya hubungi  thx Graphic Design,active
projects.co.id,Grafis & Desain,Layout Logo Graphic,Membuat tema untuk profile di website profilix.id,3000000,30,41.0,NodeJS,https://projects.co.id/public/browse_projects/view/81321d/membuat-tema-untuk-profile-di-website-profilixid,"Rp 3,000,000 - 3,000,000",,30 hari,"Kami sedang mencari pembuat tema (developer) untuk mengerjakan pembuatan 100 tema di platform  Profilix .   Profilix  adalah platform yang memudahkan pembuatan website portofolio bisa membuat portfolio cepat tanpa perlu skill coding, dengan sistem yang sudah disiapkan sehingga user tinggal memilih tema dan mengisi konten.     Tema yang dibuat akan digunakan untuk website portofolio, sehingga perlu",active
projects.co.id,Grafis & Desain,Layout Logo Graphic,Pembuatan Undangan Pernikahan Menggunakan CorelDraw,150000,7,64.0,CorelDRAW,https://projects.co.id/public/browse_projects/view/42321d/pembuatan-undangan-pernikahan-menggunakan-coreldraw,"Rp 100,000 - 200,000",,7 hari,"Halo, saya sedang mencari designer untuk membantu pembuatan  desain undangan pernikahan menggunakan CorelDRAW .  Detail project:   Konsep, ukuran, warna, dan referensi design akan saya sediakan  Designer hanya perlu mengeksekusi design sesuai brief  Hasil akhir harus rapi, siap cetak, dan sesuai dengan referensi yang diberikan   Kebutuhan:   Menggunakan  CorelDRAW   Memahami layout undangan (depan",active
projects.co.id,Grafis & Desain,Layout Logo Graphic,Membuat Mockup iPhone Case,225000,7,22.0,Adobe PhotoShop,https://projects.co.id/public/browse_projects/view/5b311d/membuat-mockup-iphone-case,"Rp 150,000 - 300,000",,7 hari,Membuat Mockup iPhone Case  syarat worker  1. pengalaman membuat mockup dibuktikan dengan portofolio  2. meriset dimensi iphone termasuk logo apple posisi dari min. 2 sumber     Syarat mockup utama  1. Dimensi harus sesuai dgn aktual dimensi iPhone  2. Logo apple wajib ada  3. Titik posisi Logo apple harus akurat sesuai aktual iPhone      Syarat lainnya   1. Mudah dioperasikan  2. Bisa dibuka di p,active
projects.co.id,Grafis & Desain,Layout Logo Graphic,Dicari yang bisa design baju couple,200000,7,66.0,Adobe PhotoShop,https://projects.co.id/public/browse_projects/view/13311d/dicari-yang-bisa-design-baju-couple,"Rp 200,000 - 200,000",,7 hari,"Dicari yang bisa design baju couple.        Kriteria design:      1. Design baju kaos untuk cowo dan cewe (hijab dan non hijab) dengan design/logo/gambar bebas. yang penting unik bukan yang pernah digunakan orang lain sebelumnya      2. Design baju bebas (kemeja/sweater/baju rajut/apapun itu) tidak harus ada gambar dibajunya. Bisa saling terhubung antara warna baju, atau model baju, atau design ba",active
projects.co.id,Grafis & Desain,Layout Logo Graphic,Bikin 1 Poster dan 1 Video,150000,7,187.0,"Design Arts, Video Production",https://projects.co.id/public/browse_projects/view/64281d/bikin-1-poster-dan-1-video,"Rp 100,001 - 200,000",,7 hari,Halo Kak  Kami sedang mencari editor untuk membikin poster dan video tentang konser  Terima kasih Design ArtsVideo Production,active
projects.co.id,Pemasaran & Periklanan,Internet Marketing,Worker Untuk Video Animasi Topik Saham,400000,7,10.0,"Animation, 3D Animation, Video Animation",https://projects.co.id/public/browse_projects/view/22391d/worker-untuk-video-animasi-topik-saham,"Rp 300,000 - 500,000",,7 hari,Saya membutuhkan worker yang mampu membuat video animasi shorts seperti vodeo animasi kurzegazt di youtube dnegan rasio 16:9  Jumlah video 1  Topik storytelling saham  Durasi video kurang dari 3 menit Animation3D AnimationVideo Animation,active
projects.co.id,Pemasaran & Periklanan,Internet Marketing,Dibutuhkan Illustrator/3D Artist untuk Aset Gambar Digital Yang Detail & Realistis,250000,3,10.0,"Adobe PhotoShop, Adobe Illustrator, Blender, 3ds Max, 3D Rendering",https://projects.co.id/public/browse_projects/view/29381d/dibutuhkan-illustrator3d-artist-untuk-aset-gambar-digital-yang-detail-amp-realistis,"Rp 150,000 - 350,000",,3 hari,"Kami sedang mengembangkan produk digital yang membutuhkan aset visual berkualitas tinggi, dengan elemen-elemen grafis yang detail, realistis, dan presisi secara visual.  Untuk tahap awal, kami mencari freelancer yang bisa mengerjakan 1–2 aset dulu sebagai test project. Jika hasilnya sesuai, kami terbuka untuk kerja sama jangka panjang.  Skill yang dibutuhkan:  - Adobe Illustrator dan/atau Photosho",active
projects.co.id,Pemasaran & Periklanan,Internet Marketing,GAMBAR arsitektur 3D + Gambar Kerja + BOQ (KELAPA GADING),3500000,7,19.0,"Risk Analysis, Architecture, 3D Architecture, SweetHome 3D, 3D Modelling, Unity 3D, 3D Rendering, 3D Render Artlantis, RAB (Rencana Anggaran Biaya)",https://projects.co.id/public/browse_projects/view/c0371d/gambar-arsitektur-3d-gambar-kerja-boq-kelapa-gading,"Rp 2,500,000 - 4,500,000",,7 hari,"Ukuran Bengkel mobil 27m x 46m (Kelapa gading-Jak-ut)  1. TUJUAN DESAIN Membangun bengkel dengan konsep: - Industrial modern - Low cost - Semi permanent - Fokus fungsi, alur kerja efisien, rapi, dan mudah dibangun - Desain harus realistis & buildable, bukan sekadar cantik > Bangunan akan digunakan jangka 15th, jadi harus kuat secara fungsi, walau hemat biaya.   2. DATA UMUM BANGUNAN - Lokasi: Kela",active
projects.co.id,Pemasaran & Periklanan,Internet Marketing,Membuat Video Motion Grafish,8500000,25,43.0,"Adobe After Effects, Video Animation",https://projects.co.id/public/browse_projects/view/9e331d/membuat-video-motion-grafish,"Rp 7,000,000 - 10,000,000",,25 hari,Saya ingin membuat video untuk menjelakan sutau materi contoh seperti  https://www.youtube.com/watch?v=4hWnbHXVYko https://www.youtube.com/watch?v=ZuHRHv-_KXw  durasi video +- 3 menit pervideo butuh 10 video coba sertakan portofolio kalian.  domisili di utamakan jakarta/ depok/ bogor/bekasi Adobe After EffectsVideo Animation,active
projects.co.id,Pemasaran & Periklanan,Internet Marketing,Pembuatan Motion Graphic Flyer Digital untuk Event Club Malam (Style Onyx Makassar),400000,3,16.0,"Graphic Design, Audio Editing, Audio Production, Video Editing, Video Production, Adobe After Effects, Adobe Premiere, Video Animation",https://projects.co.id/public/browse_projects/view/b2311d/pembuatan-motion-graphic-flyer-digital-untuk-event-club-malam-style-onyx-makassar,"Rp 300,000 - 500,000",,3 hari,"Halo, saya mencari Motion Graphic Designer berbahan kreatif untuk membuat flyer video/motion untuk keperluan promosi DJ di club malam.   Ruang Lingkup Pekerjaan:    Membuat 1 file Motion Flyer (durasi 15-30 detik) untuk Instagram Feed/Story.  Desain harus memiliki vibe ""Nightlife"" yang mewah, energetik, dan modern.   Referensi Visual:  Saya ingin  style  dan kualitasnya setara dengan motion graphi",active
projects.co.id,Pemasaran & Periklanan,SEO,TAWARKAN Kesaya akun Google developer Console (GODEV) Tahun 2023 kebawah..!!,9000000,7,6.0,"Accounting, 3D Animation, 3D Architecture, 3D Modelling, 3ds Max, ActionScript, 3D Rendering, 3D Render Artlantis, 3D Printing, AAA Logo",https://projects.co.id/public/browse_projects/view/83331d/tawarkan-kesaya-akun-google-developer-console-godev-tahun-2023-kebawah,"Rp 3,000,000 - 15,000,000",,7 hari,Dicari Akun Google Play Console Developer GODEV Bekas yang sudah tidak terurus berisi app aktif maupun tidak aktif.         Kebutuhan 1xx Account Google Developer  Max tahun November 2023 ( makin tua makin baik )    Berisi app minimal 1 yang live   Jika ada suspend app masih bisa ditawarkan(harga tidak bisa tinggi)   Dibeli beserta akun email utamanya  Akun wajib sudah terverifikasi Identitas/Id c,active
projects.co.id,Pemasaran & Periklanan,SEO,"Mencari IDE BISNIS, KAMU JADI Project Manager PROFIT SHARING, Untuk SaaS Aplikasi",6500000,7,34.0,"Business Proposals, Business Plans, Mobile Programming, Web Programming, Web Design",https://projects.co.id/public/browse_projects/view/e0381d/mencari-ide-bisnis-kamu-jadi-project-manager-profit-sharing-untuk-saas-aplikasi,"Rp 3,000,000 - 10,000,000",,7 hari,"Halo, saya owner dari  HOBICODE.com , sebuah software house yang saat ini sedang berjalan dan sudah memiliki beberapa produk SaaS. 
 Saat ini saya sedang mencari  orang yang punya ide kreatif  yang bisa membantu menemukan dan mengembangkan  1 ide bisnis digital/SaaS yang potensial , lalu ide tersebut akan kita konversi menjadi produk aplikasi. 
 Tugas utama partner: 
 
 
Mencari dan mengusulkan 1 ",active
projects.co.id,Pemasaran & Periklanan,SEO,WTB Rate Tinggi Akun Godev / Google Play Console 2023 kebawah,12500000,7,1.0,"Android, Android studio",https://projects.co.id/public/browse_projects/view/e6381d/wtb-rate-tinggi-akun-godev-google-play-console-2023-kebawah,"Rp 10,000,000 - 15,000,000",,7 hari,Dibeli akun godev tidak terpakai atau yang mau jual kami beli rate tinggi. akun aktif/closed/ atau belum verif kami terima  sudah pernah live app   no transfer app  dicari app yang sedikit suspend  dibeli beserta gmailnya   Akun 2023 kebawah cek akun terlebih dahulu AndroidAndroid studio,active
projects.co.id,Pemasaran & Periklanan,SEO,Upload Aplikasi E-Health ke playstore,400000,7,28.0,Flutter,https://projects.co.id/public/browse_projects/view/68381d/upload-aplikasi-e-health-ke-playstore,"Rp 300,000 - 500,000",,7 hari,Mengupload Aplikasi E-Health ke playstore Flutter,active
projects.co.id,Pemasaran & Periklanan,SEO,Upload Playstore dan Appstore,1500000,3,13.0,"ReactJS, React Native",https://projects.co.id/public/browse_projects/view/2c381d/upload-playstore-dan-appstore,"Rp 1,000,000 - 2,000,000",,3 hari,Saya butuh jasa upload aplikasi LMS untuk appstore dan playstore.  Maksimal 3hari sudah bisa di test. ReactJSReact Native,active
projects.co.id,Pemasaran & Periklanan,SEO,Perbaikan eror flutter agar berjalan ke SDK 6,250000,1,26.0,"Android studio, Flutter",https://projects.co.id/public/browse_projects/view/ed371d/perbaikan-eror-flutter-agar-berjalan-ke-sdk-6,"Rp 200,000 - 300,000",,1 hari,"Butuh bantuan remot , untuk memperbaiki flutter di android studio,  agar soport SDK 6, dan bantu agar scritp pada main.dart bisa di run Android studioFlutter",active
projects.co.id,Pemasaran & Periklanan,SEO,Upload Dan publish Aplikasi ke Playstore dan appstore,175000,100,22.0,"Android, iPhone/iOS, Xcode, Android studio",https://projects.co.id/public/browse_projects/view/bb361d/upload-dan-publish-aplikasi-ke-playstore-dan-appstore,"Rp 150,000 - 200,000",,100 hari,Saya ingin cari orang yang bisa membantu saya dalam langkah-langkah mengupload dan publish aplikasi di playstore dan appstore. AndroidiPhone/iOSXcodeAndroid studio,active
projects.co.id,Pemasaran & Periklanan,SEO,DICARI: Fullstack Mobile Developer — Aplikasi Micro Drama (Short Video),7500000,30,32.0,"NodeJS, ReactJS, Flutter, React Native",https://projects.co.id/public/browse_projects/view/7c361d/dicari-fullstack-mobile-developer-aplikasi-micro-drama-short-video,"Rp 5,000,000 - 10,000,000",,30 hari,"Kami sedang membangun aplikasi micro drama berbasis short video (durasi 30 detik – 3 menit), mirip konsep TikTok namun khusus konten drama series bersambung. Target pasar utama adalah pengguna Indonesia.  Aplikasi ini dibangun from scratch dengan fitur lengkap: upload & streaming video, sistem episode/series, subscription berbayar, admin panel, dan notifikasi.  FITUR YANG DIBUTUHKAN  - Mobile App ",active
projects.co.id,Pemasaran & Periklanan,SEO,BELI GODEV HINGGA TAHUN 2026,2500000,7,2.0,"Mobile Programming, Android, Android studio, Flutter, React Native",https://projects.co.id/public/browse_projects/view/c2331d/beli-godev-hingga-tahun-2026,"Rp 2,000,000 - 3,000,000",,7 hari,"HALLO TEMAN TEMAN SEMUA, BAGI KALIAN YANG PERNAH PUBLISH APP KE PLAYSTORE, PASTI ADA AKUN GODEVNYA.     NAH APABILA TIDAK DIGUNAKAN LAGI DAN KALIAN INGIN JUAL BISA JUAL KE SAYA YA.     SPESIFIKASI AKUN YANG DIBUTUHKAN:   AKUN GODEV 2024-2026 DENGAN APP LIVE 1 / GAGAL TESTER  AKUN GODEV 2023 12 NOVEMBER KE BAWAH DENGAN APP PERNAH LIVE 1 (BOLEH REMOVED, SUSPENDED, UNPUBLISHED)  AKUN GODEV 2023 12 NO",active
projects.co.id,Pemasaran & Periklanan,SEO,Hiring IOS Developer - PT Monstera Mitra Teknologi (WFO - Full Time),6500000,7,6.0,"Mobile Programming, Android, iPhone/iOS",https://projects.co.id/public/browse_projects/view/7a351d/hiring-ios-developer-pt-monstera-mitra-teknologi-wfo-full-time,"Rp 6,000,000 - 7,000,000",,7 hari,🚀 WE'RE HIRING: iOS DEVELOPER (WFO) 🚀    PT. Monstera Mitra Teknologi is opening opportunities for those of you who are passionate about the world of mobile development and are ready to grow with our team!     📱 Position: iOS Developer   📍 Placement: Work From Office (WFO)    Qualifications:     • Minimum education of vocational schools in related majors (RPL/TKJ/similar) D3/S1 is prioritized   • ,active
projects.co.id,Pemasaran & Periklanan,SEO,Dibutuhkan UI UX,1250000,14,38.0,"UI Design, UX Design",https://projects.co.id/public/browse_projects/view/83351d/dibutuhkan-ui-ux,"Rp 1,000,000 - 1,500,000",,14 hari,Dibuatkan UI UX untuk design desktop dan beberapa interface untuk mobile (responsive) Aplikasi yang akan di buat adalah pengolahan keungan.  Dibutuhkan yang sudah berpengalaman dan mempunyai portfolio. Mohon cantumkan link portfolio. Semua transaksi akan dilakukan melalui projects.co.id  Pengerjaan kurang lebih 7 - 14 hari UI DesignUX Design,active
projects.co.id,Pemasaran & Periklanan,SEO,Web based photobooth agar support IOS,750000,7,18.0,"iPhone/iOS, Web Programming, Website, Website Building, NodeJS",https://projects.co.id/public/browse_projects/view/ea341d/web-based-photobooth-agar-support-ios,"Rp 500,000 - 1,000,000",,7 hari,"Hai, beberapa waktu lalu saya buat project aplikasi photobooth lewat sini : https://projects.co.id/user/my_projects/view/fa2b1d/aplikasi-photobooth-self-service  saat ini aplikasi web based ini sudah jalan sempurna lewat browser OS Android, tetapi ingin bisa di IOS saat ini kendala nya printer thermal tersebut tidak mendeteksi, saya lampirkan fotonya. Bagaimana caranya agar bisa support deteksi pr",active
projects.co.id,Pemasaran & Periklanan,SEO,dicari reverse engineer apk,475000,4,7.0,"Mobile Programming, Penetration Testing",https://projects.co.id/public/browse_projects/view/5e341d/dicari-reverse-engineer-apk,"Rp 350,000 - 600,000",,4 hari,"halo.. saya perlu bantuan untuk menemukan  algoritma pembentukan payload serta metode enkripsi data dari sebuah request parameter api yang dikirim oleh aplikasi android apk,    dengan menggunakan frida & burp atau semacamnya.   Terima kasih. Mobile ProgrammingPenetration Testing",active
projects.co.id,Pemasaran & Periklanan,SEO,Mencari Expert Flutter untuk Mentoring Workflow: AI-Driven Figma to Code & Build Custom AI Agent,2000000,14,11.0,"Cross Platform Programming, Mobile Programming, Android",https://projects.co.id/public/browse_projects/view/3a341d/mencari-expert-flutter-untuk-mentoring-workflow-ai-driven-figma-to-code-amp-build-custom-ai-agent,"Rp 1,000,000 - 3,000,000",,14 hari,"Halo,  Saya mencari seorang Flutter Developer yang sudah berada di level ""modern workflow"" untuk mengajari saya cara membangun aplikasi dengan bantuan AI secara maksimal.  Fokus utama yang ingin saya pelajari adalah:     Automated Slicing:  Menggunakan AI tools (seperti Builder.io, DhiWise, atau plugin AI lainnya) untuk mengonversi desain Figma menjadi kode Flutter yang bersih dan siap pakai.     ",active
projects.co.id,Pemasaran & Periklanan,SEO,Butuh Bantuan Upload Aplikasi ke TestFlight (Akun Apple Developer Aktif),750000,7,9.0,iPhone/iOS,https://projects.co.id/public/browse_projects/view/e3331d/butuh-bantuan-upload-aplikasi-ke-testflight-akun-apple-developer-aktif,"Rp 500,000 - 1,000,000",,7 hari,"Halo,  Saya sedang mencari freelancer yang memiliki akun Apple Developer aktif untuk membantu proses upload aplikasi iOS ke TestFlight.  Detail pekerjaan:  Membantu upload file aplikasi (.ipa) ke App Store Connect  Menyiapkan TestFlight hingga aplikasi bisa diakses oleh tester  Durasi tayang di TestFlight: ±7 hari  Tidak termasuk publikasi ke App Store (hanya TestFlight)  Kriteria freelancer:  Mem",active
projects.co.id,Pemasaran & Periklanan,SEO,Aplikasi Z v1.0 - Jasa Suruhan Sekolah,7500000,35,85.0,"Android, Android studio",https://projects.co.id/public/browse_projects/view/71331d/aplikasi-z-v10-jasa-suruhan-sekolah,"Rp 5,000,000 - 10,000,000",,35 hari,"BRIEF PROJECT: Aplikasi GIDIG v1.0 - Jasa Suruhan Sekolah1. Gambaran Umum  GIDIG adalah aplikasi jasa suruhan ringan untuk area SD/SMP. User utama: Ortu murid. Worker: Kakak kelas SMP/SMA disebut ""Walker"".   Konsep: Kayak Gojek tapi khusus suruhan ringan radius 1km dari sekolah. Bayar QRIS/Cash.   Target v1.0: Launch ke 1 sekolah dulu, 100 user + 10 worker.2. Alur Utama yang Wajib Ada  User/Ortu: ",active
projects.co.id,Pemasaran & Periklanan,SEO,part time flutter sistem gaji bulanan,2500000,30,82.0,Flutter,https://projects.co.id/public/browse_projects/view/55311d/part-time-flutter-sistem-gaji-bulanan,"Rp 2,000,000 - 3,000,000",,30 hari,"kami aplikasi developer yang sudah mempunya template komplit membutuhkan tim part time bidang apps flutter, tugasnya tambah fitur dan design sesuai permintaan customer dengan memakai template / apliksi flutter yang sudah ada, dan pernah upload ios di apple store dan android di playstore, silahkan bid sertakan dengan portofolio minimal pengalaman 2 tahun di bidang flutter  sistem kerja 4jam/sehari,",active
projects.co.id,Visual & Audio,Audio Video Photo,(Jakarta-only) Jasa Pembuatan 4 Video Konten Instagram Islami � As-S?biq?n x Mukminun.id,3000000,180,21.0,"Affiliate Marketing, Social Media Marketing (SMM), Sales and Marketing, Marketing Strategy, Video Editing, Video Production, Content Management System (CMS), Content Writer, Video Animation, Social Media",https://projects.co.id/public/browse_projects/view/d1381d/jakarta-only-jasa-pembuatan-4-video-konten-instagram-islami-as-sgbiqgn-x-mukminunid,"Rp 1,000,000 - 5,000,000",,180 hari,"Kami membutuhkan freelancer untuk membantu pembuatan konten video pendek Instagram bertema Islami untuk brand As-Sābiqūn x   Mukminun.id  .    Konten akan digunakan untuk media sosial Instagram.         🎯 PEKERJAAN YANG DIBUTUHKAN    Freelancer diminta membuat:   
  16 video pendek (Reels)  
  Durasi sekitar 30–60 detik  
  Format vertikal (9:16)  
  Siap upload ke Instagram  
   Tema konten:   
 ",active
projects.co.id,Visual & Audio,Audio Video Photo,Butuh Video Reels/Ads Meta untuk Jasa Legalitas & Pajak (Durasi 15�30 Detik),225000,7,23.0,"Video Editing, Video Production, Adobe After Effects, Adobe Premiere",https://projects.co.id/public/browse_projects/view/89381d/butuh-video-reelsads-meta-untuk-jasa-legalitas-amp-pajak-durasi-1530-detik,"Rp 150,000 - 300,000",,7 hari,Saya sedang mencari freelancer untuk membuat video pendek (Reels / Facebook Ads) dari materi gambar yang sudah tersedia.  📌 Detail Project:    Durasi video: 15–30 detik      Format: Vertical (9:16)    Tujuan: Iklan Meta Ads (Facebook & Instagram)    Target market: UMKM & pengusaha di Kalimantan    🎯 Konsep Video:    Opening hook (menarik perhatian)    Highlight masalah: ribet urus legalitas & paja,active
projects.co.id,Visual & Audio,Audio Video Photo,Pembuatan Video Reels / Tiktok + Talent,750000,15,44.0,"Video Editing, Video Production, Social Media",https://projects.co.id/public/browse_projects/view/a0361d/pembuatan-video-reels-tiktok-talent,"Rp 750,000 - 750,000",,15 hari,"Halo workers, saya butuh video konten untuk sosmed usaha. Diutamakan worker yg biasa membuat video konten & pernah viral.  Share portfolionya ya..  Kriteria Video :  - Durasi 1 Menitan  - Ide & Materi dari kami, sesuai dengan yg lagi trend  - Total butuh 15 Video  Silahkan bid ya Video EditingVideo ProductionSocial Media",active
projects.co.id,Visual & Audio,Audio Video Photo,Freelance Video Editor di Bali,80000,7,33.0,"Video Editing, Video Production, Video Animation",https://projects.co.id/public/browse_projects/view/17351d/freelance-video-editor-di-bali,"Rp 50,000 - 110,000",,7 hari,"Kami sedang mencari freelance video editor yang kreatif dan inovatif untuk membuat konten media sosial (Instagram Reels & TikTok) . Fokus konten adalah seputar edukasi teknologi, coding, dan tips gadget yang dikemas secara seru dan menarik.   Spesifikasi & Deskripsi Pekerjaan:     Mengedit video pendek dengan durasi 60-90 detik.    Menambahkan subtitle/captions yang dinamis, sound effect, dan tran",active
